ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 55-59,2016Q1,140.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 60-64,2016Q1,90.9,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 65+,2016Q1,60.5,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): Total,2016Q1,1287,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 15-19,2016Q1,69.3,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 20-24,2016Q1,123.1,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 25-29,2016Q1,119.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 30-34,2016Q1,112.3,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 35-39,2016Q1,133.3,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 40-44,2016Q1,161,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 45-49,2016Q1,166.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 50-54,2016Q1,164.9,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 55-59,2016Q1,134.6,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 60-64,2016Q1,72.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 65+,2016Q1,29.8,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): Total,2016Q1,2720,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2016Q1,366.8,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2016Q1,517.9,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2016Q1,625.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2016Q1,680.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2016Q1,438.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2016Q1,90.3,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): Total,2016Q1,1433,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,2016Q1,174.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,2016Q1,286,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,2016Q1,331.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,2016Q1,349.1,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,2016Q1,231.6,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 65+,2016Q1,60.5,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,2016Q1,1287,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,2016Q1,192.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,2016Q1,232,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 35-44,2016Q1,294.3,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 45-54,2016Q1,331.6,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 55-64,2016Q1,207,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 65+,2016Q1,29.8,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q1,2720,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): 15-24,2016Q1,366.8,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): 25-54,2016Q1,1824.2,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): 55-64,2016Q1,438.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): 65+,2016Q1,90.3,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): Total,2016Q1,1433,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): 15-24,2016Q1,174.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): 25-54,2016Q1,966.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): 55-64,2016Q1,231.6,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): 65+,2016Q1,60.5,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,2016Q1,1287,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (Aggregate bands): 15-24,2016Q1,192.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (Aggregate bands): 25-54,2016Q1,857.8,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (Aggregate bands): 55-64,2016Q1,207,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (Aggregate bands): 65+,2016Q1,29.8,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2016Q1,2720,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2016Q1,2629.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2016Q1,366.8,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2016Q1,2353.2,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2016Q1,1433,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2016Q1,1372.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2016Q1,174.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2016Q1,1258.6,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2016Q1,1287,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2016Q1,1257.2,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2016Q1,192.4,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2016Q1,1094.6,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016Q2,2775.1,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 15-19,2016Q2,146.6,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 20-24,2016Q2,245.9,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 25-29,2016Q2,264.4,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 30-34,2016Q2,263.3,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 35-39,2016Q2,289.7,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 40-44,2016Q2,332.3,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 45-49,2016Q2,336.7,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 50-54,2016Q2,336.9,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 55-59,2016Q2,289.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 60-64,2016Q2,171.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): 65+,2016Q2,97.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): Total,2016Q2,1464.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 15-19,2016Q2,71,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 20-24,2016Q2,118.1,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 25-29,2016Q2,142.5,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 30-34,2016Q2,143.5,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 35-39,2016Q2,151.6,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 40-44,2016Q2,177.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 45-49,2016Q2,176,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 50-54,2016Q2,176.3,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 55-59,2016Q2,146.6,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 60-64,2016Q2,96.6,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (5-year bands): 65+,2016Q2,64.7,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): Total,2016Q2,1310.4,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 15-19,2016Q2,75.6,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 20-24,2016Q2,127.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 25-29,2016Q2,121.9,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 30-34,2016Q2,119.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 35-39,2016Q2,138,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 40-44,2016Q2,154.5,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 45-49,2016Q2,160.7,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 50-54,2016Q2,160.5,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 55-59,2016Q2,143.2,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 60-64,2016Q2,75.2,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (5-year bands): 65+,2016Q2,33.1,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): Total,2016Q2,2775.1,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2016Q2,392.5,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2016Q2,527.7,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2016Q2,622,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2016Q2,673.6,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2016Q2,461.6,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2016Q2,97.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): Total,2016Q2,1464.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,2016Q2,189.1,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,2016Q2,286,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,2016Q2,329.4,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,2016Q2,352.3,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,2016Q2,243.2,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (10-year bands): 65+,2016Q2,64.7,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,2016Q2,1310.4,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,2016Q2,203.4,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,2016Q2,241.7,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 35-44,2016Q2,292.5,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 45-54,2016Q2,321.2,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 55-64,2016Q2,218.4,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): 65+,2016Q2,33.1,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q2,2775.1,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): 15-24,2016Q2,392.5,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): 25-54,2016Q2,1823.2,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): 55-64,2016Q2,461.6,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): 65+,2016Q2,97.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): Total,2016Q2,1464.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): 15-24,2016Q2,189.1,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): 25-54,2016Q2,967.8,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): 55-64,2016Q2,243.2,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Male,Age (Aggregate bands): 65+,2016Q2,64.7,,,Frequency: Quarterly,
Denmark,Employment by sex and age (thousands),DNK - LFS - EU Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,2016Q2,1310.4,,,Frequency: Quarterly,
